score,sentence1_tr,sentence2_tr
3.25,"Huntington Beach'teki üç örnekleme yerinden birinde, bakteri okuması 16 Haziran'da 160'ta ve 23 Haziran'da 120'de geri geldi.",Ölçümler 16 Haziran'da 160 ve 23 Haziran'da Huntington Beach'teki üç örnekleme yerinden birinde geldi.
4.2,"Çalışmada, uzun kuyrukların son yıllarda 100 kanca başına 10 balık yakalamak için kullanıldığı yerde, şimdi bir tane yakaladıkları için şanslı oldukları ortaya kondu.","Myers, ""Uzun kuyruklar eskiden 100 kanca başına 10 balık yakalarken, şimdi bir tane yakaladıkları için şanslılar."" dedi."
3.2,Carnival Corp. hisseleri Çarşamba günü gün ortası işlemlerinde 72 sent veya yüzde 2.25 düşüşle 31.29 dolardan işlem görüyordu.,Carnival Corp. hisseleri New York Borsası'nda 31.20 dolardan yüzde 2.5 veya 81 sent düştü.
2.75,Ancak Senato'nun Salı günü Meclis planına yönelik eleştirileri birçok cephede geldi.,Ve birkaç Senato Cumhuriyetçisi Meclis haritası konusunda huysuz.
1.75,"Sonuç olarak Murphy, Strier'in kız kardeşi Ethel Celnik'i mütevelli olarak ikame etmeye çalıştı.","Murphy, Strier'in kız kardeşi Ethel Celnik'in o sırada mahkeme salonunda olduğunu, ancak Strier'in olmadığını söyledi."
3.75,"Kural, grupların bir adayı herhangi bir zamanda tanıtan, destekleyen, saldıran veya karşı çıkan reklamları yayınlamasını engeller.","Aynı grupların bir adayı herhangi bir zamanda tanıtan, destekleyen, saldıran veya karşı çıkan reklamlar yayınlamasını sağlayan geri dönüş kurallarını onayladı."
4.8,"Cisco, durgun satışları telafi etmek için harcamaları ayrıştırdı.",Durgun satışlara yanıt olarak Cisco harcamaları ayrıştırdı.
3.4,"Kansas City, Pennsylvania'daki Kennedy-Kenrick Lisesi'nden dış saha oyuncusu Chris Lubanski'yi beşinci sıradan seçti.","Royals, Pennsylvania'dan 528'e ulaşan liseli dış saha oyuncusu Chris Lubanski'yi beşinci seçimle seçti."
0.8,Sterlin dolar karşısında yüzde 0.8 düşüşle 1.5875 GBP= seviyesindeydi.,Dolar Japon para birimi karşısında yüzde 0.15 yükselerek 115.97 yene çıktı.
4.0,Dow Jones endüstriyel ortalaması. DJI 41.61 puan veya yüzde 0.44 artarak 9.415.82'ye yükseldi.,Dow Jones Endeksi Cuma günü 41.61 puan yükselerek gün için %0.4 ve hafta için %0.7 kazanç sağladı.
4.0,"""En başından beri, kimsenin maaştan kesintiye gitmesini istemedik.","Ancak Bay Crosby The Associated Press'e şunları söyledi: ""En başından beri, kimsenin maaştan kesintiye gitmediğini görmek istemedik."
3.75,"Gehman, ""Bir takım bürokratik ve idari isabetsiz sinyaller vardı - burada sorumlu olan tek bir kişi bile yok."" dedi.","NIMA teklifini geri çeviren Gehman, ''Burada bir takım bürokratik ve idari cevapsız sinyaller vardı."
3.25,DeVries Çarşamba günü şehirde tek bir durak yaptı - Soledad Polis Departmanı'na seks suçlusu olarak kaydoldu.,"Hüküm giymiş çocuk tacizcisi Brian DeVries, Soledad Polis Departmanı'na cinsel suçlu olarak kaydolduktan sonra Çarşamba öğleden sonra toplumun öfkesine tepki olarak konuştu."
1.25,"Saat 17:00.m EDT'de Grace'in merkezi enlem 25.6 kuzeyde, boylam 93.7 batıda veya Corpus Christi'nin yaklaşık 450 km doğu-güneydoğusundaydı.","Saat 11:00.m EDT'de, Fabian'ın merkezi enlem 18.1 kuzey ve boylam 53.2 batıya veya Leewards'ın yaklaşık 800 km doğusuna yakındı."
3.5,"Cumartesi günü, Agassi'ye karşı 149mph'lik bir servis Rusedski'nin dünya rekorunu eşitledi.","Cumartesi günü Roddick, Andre Agassi'yi yenerek 149 m.p.h. ile dünya rekorunu eşitledi."
1.0,Daha geniş Standart & Fakir 500 Endeksi . SPX 10 puan ya da yüzde 1.10 artışla 943'e yükseldi.,"Nasdaq Bileşik Endeksi . IXIC 43.64 puan veya yüzde 2.89 artışla 1,553.73'e yükseldi."
2.5,Ekim ayı ısıtma petrol vadeli kontratları galon başına 69.89 sent ile 0.85 sent daha düşük yerleşti.,Ekim ayı ısıtma yağı galon başına 0.41 sent ila 70.74 sent düştü.
3.438,"Bay Levine, Bayan Cohen Alon'un Dünya Kupası sırasında hikayeyi satmaya çalıştığını doğruladı.","Bayan Cohen Alon'un avukatı Donald Levine, şubat ayında hikayeyi satmaya çalıştığını doğruladı."
4.0,"Bay Bankhead, olay yerlerinin katilin ""çok metodik"" olduğunu gösterdiğini söyledi.","GBI sözcüsü John Bankhead, cinayet sahnelerinin katilin çok metodik olduğunu gösterdiğini söyledi."
3.6,"Columbia Kaza İnceleme Kurulu üyesi Hubbard, ""Bu bizi köpüğün bu tür bir zarar verebileceğini söylemeye çok daha yaklaştırıyor"" dedi.","Hubbard, ""Bunun bizi köpüğün bu tür bir zarar verebileceğini söylemeye çok daha yakınlaştırdığını düşünüyorum."" dedi."
4.2,"Microsoft sözcüsü Sean Sundwell, ""@Stake'ın iç personel kararıyla hiçbir ilgisi yoktu."" dedi.","Sundwall, ""Microsoft'un AtStake'nin iç personel kararıyla kesinlikle hiçbir ilgisi yoktu."" dedi."
2.6,Mısırbilimciler Salı günü bir keşif gezisinin en tanınmış eski Mısırlılardan biri olan Kraliçe Nefertiti'nin mumyasını bulmuş olabileceği iddiasına şüpheyle karşı koydular.,"Mısırbilimciler, antik dünyanın efsanevi güzelliklerinden biri olan Kraliçe Nefertiti'nin uzun zamandır aranan mumyasını teşhis etmiş olabileceklerini düşünüyor."
4.4,"Hazinelerin uzun vadeli planı, tüm Hazine menkul kıymetlerinin perakende alıcılarına varlıklarını tek bir hesapta çevrimiçi olarak yönetme olanağı sağlamaktır.","Hazine, tüm Hazine menkul kıymetlerinin perakende alıcılarına sonunda holdingleri tek bir hesapta çevrimiçi olarak yönetme olanağı vermek istediğini söyledi."
3.25,"Polisten yapılan açıklamada, zanlının dün gece Kings County Hastane Merkezi'nde durumunun kritik ama stabil olduğu belirtildi.",New Jersey'de yaşayan kurbanın hastanede durumu kritik ama stabildi.
2.0,30 yıllık US30YT=RR tahvili Çarşamba günü geç saatlerde yüzde 4.35'ten yüzde 4.30 verimle 1-3/32 büyüdü.,Saat 11:00.m'de (Tsİ 1500) 10 yıllık US10YT=RR notu Çarşamba günü yüzde 3.40'tan yüzde 3.36 verim için 11/32 yükseldi.
4.5,IAC'nin hisseleri dün 2.81 dolar veya yüzde 7.6 düşüşle 34.19 dolardan kapandı.,InterActiveCorp'un hisseleri Nasdaq Borsası'nda 2.81 dolar veya yüzde 7.6 düşüşle 34.19 dolardan kapandı.
3.4,"Senato katından konuşan Byrd, ""bir konuşma amacıyla bir savaşçının gardırbını üstlenen masa başı bir başkanın gerekçelerini"" sorguladığını söyledi.","""Ama bir konuşmanın amaçları için bir savaşçının gardırbını üstlenen masa başı bir başkanın gerekçelerini sorguluyorum."""
3.0,"Savunma Bakanlığı, İngiliz askerleri tarafından tecavüze uğradıklarını iddia eden yüzlerce Kenyalı kadının 20 milyon tazminat talebiyle karşı karşıya.",İngiliz askerlerinin saldırısına ve tecavüzine uğradıklarını iddia eden yüzlerce Kenyalı kadına Çarşamba günü Savunma Bakanlığı'na karşı davalarını sürdürmeleri için hükümetten adli yardım verildi.
1.0,USA Interactive'in hisseleri Nasdaq Borsası bileşik işlemlerinde Cuma günü 2.28 dolar veya yüzde 7 artarak 34.96 dolara yükseldi ve bu yıl yüzde 53 değer kazandı.,LendingTree hisseleri dün Nasdaq borsasında 6.03 dolar veya yüzde 41 yükselerek 20.72 dolardan kapandı.
2.75,Benzer tasarılar Iki kez Meclis'ten geçti ama Senato'da öldü.,"İki yıl önce, Meclis Senato'da batan benzer bir versiyonu kabul etti."
3.25,Dizinin kapanması hisse başına üçüncü çeyrek kazancını bir kuruş etkiledi.,"Şirket, bunun kazancı hisse başına bir kuruş etkilediğini söyledi."
1.0,"Kansas sağlık yetkilileri, kadının 15 Haziran'da hastaneye kaldırıldığını söyledi.",Missouri sağlık yetkilileri hastaneye yatırılmadığını ve iyileştiğini söyledi.
3.6,"Mavi çipler, kar uyarılarının son üç aydır ralliye yol açan iyimserliğin bir kısmını boşaltması nedeniyle Çarşamba günü öğlene kadar düştü.","ABD hisse senetleri Çarşamba günü sabahın erken saatlerinde, kar uyarısı dalgasının son üç aydır ralliye yol açan iyimserliğin bir kısmını boşaltması ile düştü."
3.2,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 5,91 puan veya yüzde 0,29 değer kazanarak 2.053,27'ye yükseldi.","Teknoloji odaklı Nasdaq Bileşik Endeksi <.IXIC> 6 puan veya yüzde 0,30'luk bir artışla 2.053'e yükselerek önceki kayıpları sildi."
3.0,"Yetkili, şüpheliler arasında ürdün pasaportuna sahip iki Kuveytli ve altı Filistinlinin de olduğunu söyledi.","Yetkili, bunların arasında ürdün pasaportuna sahip iki Kuveytli ve altı Filistinlinin yer aldığını, geri kalanının da Iraklı ve Suudilerden olduğunu söyledi."
3.2,Doğum günü olan 21 Nisan resmi tatil ilan edildi ve bir resepsiyona ve baloya katıldı.,"Büyükannesi, o zaman Prenses Elizabeth, 1947'de 21 yaşına geldiğinde, gün resmi tatil ilan edildi ve bir resepsiyona ve baloya katıldı."
4.6,Adaleti engellemek için komplo kurmak ve büyük jüriye yalan söylemekle suçlanan Sorkin ayrı ayrı yargılanacaktı.,Sorkin komplo kurmak ve büyük jüriye yalan söylemek suçlamasıyla ayrı ayrı yargılanacaktı.
2.8,"Saat 15.m'den kısa bir süre önce Gölbaşı'ndaki postaneye giren adam, saat 18.30 sıralarında milletvekillerine .m.",Adam saat 15.m'den kısa bir süre önce Maine Bulvarı'ndaki Woodside Bulvarı'ndaki postaneye girmişti.
4.2,"Adalet Bakanlığından yapılan açıklamada, ""10'dan az"" FBI ofisinin cami ziyaretleriyle ilgili soruşturmalar yürüttüğü belirtildi.","Buna ek olarak, Adalet Bakanlığı FBI'ın camilere ziyaretlerle ilgili ''10'dan az' soruşturma yürüttüğünü açıkladı."
3.2,"Mahkeme dışında, 25 yıla kadar hapis cezasına çarptırılan Sriyanto, yanlış bir şey yaptığını reddetti.","Mahkeme dışında, Sriyanto Çağ'a yanlış bir şey yaptığını reddetti."
4.0,"Michigan Üniversitesi Başkanı Mary Sue Coleman, üniversitenin web sitesinde yaptığı açıklamada, ""Temel değerlerimiz değişmedi.","Üniversitenin başkanı Mary Sue Coleman, Ann Arbor'da yaptığı açıklamada, ""Temel değerlerimiz değişmedi"" dedi."
2.2,Comcast Class A hisseleri Nasdaq Borsası'nda sabah işlemlerinde 30.50 dolardan 8 sent yükseldi.,Hisse senedi dün Nasdaq Borsası işlemlerinde 48 sent yükselerek 30 dolara yükseldi.
2.8,Thomas'a Rehnquist ve bazı bölümlerde O'Connor ve Scalia katıldı.,Ona BaşYargıç William H. Rehnquist ve Yargıçlar Sandra Day O'Connor ve Antonin Scalia eşlik etti.
5.0,"Çizgiyi aştığınızda, anayasal hakkı ihlal ettiniz,"" diyor UC Berkeley hukuk profesörü Charles Weisselberg.","Çizgiyi aştığınızda, anayasal hakkı ihlal ettiniz,"" diyor Berkeley Kaliforniya Üniversitesi'nde hukuk dersi veren Charles Weisselberg."
2.0,"Kaynaklar, ilk raporların adamların havaalanında birlikte görülmediği yönünde olduğunu belirtti.","Kolluk kuvvetleri kaynaklarından alınan ifadesine göre, adamların Pakistan pasaportları vardı ve akşam erken saatlerde havaalanında birlikte görüldükleri bildirildi."
3.25,Toronto'da dün 64 muhtemel SARS vakası ve dokuz şüpheli vaka vardı.,Çarşamba günü itibariyle Toronto bölgesinde 65 olası SARS vakası görüldü.
3.75,Nasdaq bileşik endeksi 13.70 veya yüzde 0.8 artarak 1700.34'e yükseldi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi . IXIC 13.73 puan veya yüzde 0.81 değer kazanarak 1,700.34 seviyesinden günü tamamladı."
3.5,"Avustralya'nın en büyük ikinci nakliye şirketi olan Toll, geçen hafta NZ75'e Tranz Rail için bir pay teklif etti.",Toll geçen hafta şirketi NZ75c'ye hisse veya 158 milyon $NZ satın almayı teklif etti.
2.75,"Dünya çapında 700.000 müşteri için dış kaynaklı e-posta sunucularını çalıştıran MessageLabs, Perşembe sabahı itibarıyla 115 ülkede 27.000 virüslü e-postayı filtrelediğini açıkladı.","Dünya çapında 700.000 müşteri için dış kaynaklı e-posta sunucularını çalıştıran Messagelabs, solucanı ""yüksek riskli"" olarak etiketledi ve 120 ülkede 31.000'den fazla enfeksiyon bildirdi."
4.0,Carlson Salı günü davadan çekilmeyeceğini söyledi.,Servis yetkilileri Carlson'ın davadan çekilmeyi reddettiğini söyledi.
2.0,Oracle hisseleri de 13.60 dolardan 12 sent yükselerek yükseldi.,Redwood Shores merkezli Oracle'ın hisseleri 14 sent yükselerek 13.62 dolara ulaştı.
3.0,"Tüm bölgeler rapor verirken, Lexington'dan üç dönem kongre üyesi olan Fletcher oyların yüzde 57'sinden fazla oy aldı.","Tüm bölgeler rapor verirken Fletcher 88.747 oya sahipti, yani toplamın yüzde 57'sine sahipti."
3.0,"Hong Kong'da, yedi devlet hastanesi çalışanının grip benzeri semptomlar geliştirmesi üzerine Çarşamba günü 24 hasta karantinaya alındı.","Bu, bir devlet hastanesinin yedi sağlık çalışanının grip benzeri semptomlarla hastalandıktan sonra."
4.6,"İyi tarafından bakarsak, Coca-Cola Co. (nyse: KO - haber - insanlar) Perşembe günü erken saatlerde Avrupa talebinin de yardımıyla çeyrek için daha yüksek kar bildirdi.","Coca-Cola Co. (KO), Perşembe günü erken saatlerde Avrupa talebinin de yardımıyla üç aylık dönem için daha yüksek kar bildirdi."
3.2,"İşsizlik oranı yüzde onda bir artışla Temmuz 1994'ten bu yana en yüksek seviye olan %6,1'e yükseldi.","İşsizlik oranının yüzde 6,1'e yükselerek yüzde 6,1'e yükselmiş olması öngörülüyor."
4.4,"Anlaşmasının bir parçası olarak, Bay Delainey devam eden soruşturmada işbirliği yapmayı kabul etti.",Dave Delainey savunma karşılığında federal savcılarla işbirliği yapmayı kabul etti.
4.0,"Ancak satışa yakın diğer kaynaklar, Vivendi'nin daha fazla teklife kapıyı açık tuttuğunu ve bireysel varlıklarla ilgilenen teklif sahiplerinin bir takım olmasını umduğunu söyledi.","Ancak satışa yakın diğer kaynaklar, Vivendi'nin ertesi gün veya iki gün içinde daha fazla teklif için kapıyı açık tuttuğunu söyledi."
3.75,Micron üç yıldır ilk üç aylık kârını açıkladı.,"Micron'un rakamları, DRAM üreticisi için üç yıldaki ilk üç aylık kârı da işaret etti."
2.8,"Para cezaları, Cumhuriyetçilerin Demokratları geri dönmeye zorlama veya ikna etme çabalarının bir parçası.","Perry, para cezaları da dahil olmak üzere Senato'nun Demokratları geri dönmeye zorlama çabalarını desteklediğini söyledi."
2.4,Teknoloji yüklü Nasdaq bileşik endeksi 20.96 puan artışla 1595.91'e yükseldi ve 12 ayın en yüksek seviyesinden sona erdi.,"Teknolojiye bağlı Nasdaq Bileşik Endeksi <.IXIC> 19.11 puan veya yüzde 1.2 yükselerek 1,615.02'ye ulaştı."
4.6,ABD savcıları 130'dan fazla kişiyi tutukladılar ve İnternet dolandırıcılığı ve suistimaline yönelik devam eden bir baskında 17 milyon dolardan fazla para ele geçirdiler.,Üç ABD devlet kurumu tarafından Cuma günü duyurulan bir internet dolandırıcılığı taramasında 130'dan fazla kişi tutuklandı ve 17 milyon dolar değerinde mülke el konuldu.
3.8,"Chavez, müfettişlerin ""bu konuda yangınlardan en az birini çözdüklerinden"" emin olduklarını söyledi.","Albuquerque Belediye Başkanı Martin Chavez, müfettişlerin tutuklamalarla ""yangınlardan en az birini çözdüklerinden"" emin olduklarını söyledi."
4.4,Nisan ayında Key West'e inen Küba uçağına el vermek için sahte el bombası kullanmakla suçlanan adam Cuma günü 20 yıl hapis cezasına çarptırıldı.,"Kübalı bir mimar, Nisan ayında Küba'dan Florida'ya giden bir yolcu uçağını kaçırmak için iki sahte el bombası kullanmaktan Cuma günü 20 yıl hapis cezasına çarptırıldı."
4.2,"US-VISIT projesinin direktörü Jim Williams, Kasım ayı ortasında Atlanta'ya gelen birçok yolcunun parmak izinin alınacağını ve fotoğraflarınınileceğini söyledi.","ABD-VISIT projesinin direktörü Jim Williams, Kasım ayı ortasında müfettişlerin Atlanta'ya gelen birçok yabancı yolcunun parmak izini ve fotoğrafının olacağını söyledi."
5.0,"Duruşma, Pentagon'un ilk kez dallager adında bir subayı skandala değinmediği için seçmesinden bir gün sonra gerçekleşti.","Duruşma, Pentagon'un skandala çözüm bulamadığı için ilk kez bir subayı - Dallager - seçmesinin ertesi günü gerçekleşti."
5.0,"Nairobi'deki All Saints Katedrali'nin provokatörü Çok Rahip Peter Karanja, Piskoposluk Kilisesi'nin ""Anglikan Komünyonu'ndan uzaklaştığını"" söyledi.","Nairobi'de, All Saints Katedrali'nin provokatörü, Çok Rahip Peter Karanja, ABD Piskoposluk Kilisesi'nin kendisini Anglikan Komünyonu'ndan soğuttuğunu söyledi."
5.0,"Nüfus düşüşü olan ilçeler Vermillion, Posey ve Madison olacak.","Vermillion, Posey ve Madison County nüfusları azalacak."
3.4,"Şubat ayında suçlanan Swartz, New Hampshire'ın kendisini suçlamak için yanlış yer olduğunu savunmuştu.","Swartz, New Hampshire'ın kendisini suçlamak için yanlış yer olduğunu söyleyerek suçlamaların düşürülmesini istemişti."
3.2,Daha fazla değerlendirme için hafta sonu Raffles Hastanesi'ndeydiler.,Hafta sonu daha fazla testten geçtiler ve şimdi Raffles Hastanesi'nde tedavi altındalar.
5.0,Casa de España'da bomba patladığında müşteriler akşam yemeği yiyip tombala oynuyorlardı.,Casa de Espaa'da müşteriler akşam yemeği yiyor ve bomba patladığında tombala oynuyorlardı.
4.4,"Plofsky, komisyonun üç yıllık zamanaşımı süresi dolduğu için soruşturma yapmayacağını söyledi.","Plofsky, zamanaşımı süresi dolduğu için komisyonun resmi bir soruşturmaya başlmayacağını söyledi."
